property_id,property_type,heating_type,parking_type,roof_type,has_pool,has_basement,hoa_flag,zipcode,builder_name,neighborhood,street_name,quality_grade,condition_grade,school_zone_grade,area_sqft,lot_size_sqft,num_bedrooms,num_bathrooms,garage_size,house_age,distance_to_city_center_km,distance_to_metro_km,school_rating,crime_index,median_neighborhood_income_k,nearby_hospitals_count,nearby_malls_count,annual_property_tax,hoa_fee,energy_efficiency_score,renovation_score,builder_reputation_score,random_hash_bucket,noise_feature_uniform,noise_feature_normal,sale_price
PROP_001384,Condo,Gas,Garage,Asphalt,No,No,Yes,ZIP_069,,Neighborhood_35,Street_143,,needs_work,A,1730.6,4274.4,5,4.8,2,68.2,6.95,5.38,6.3,3.53,98.31,3,4,3569.34,129.15,46.75,48.99,10.0,481,0.3181,1.7176,1159761.5
PROP_008046,Townhouse,Gas,Street,Tile,No,Yes,Yes,ZIP_022,Builder_065,Neighborhood_47,Street_206,fair,excellent,B,1616.3,5188.2,5,5.1,2,59.6,1.88,1.12,5.42,4.28,85.92,4,1,3574.26,121.29,29.24,67.01,10.0,151,0.0002,-0.2391,1142518.58
PROP_011653,Apartment,Oil,Driveway,Asphalt,No,Yes,No,ZIP_112,,Neighborhood_08,Street_162,luxury,good,B,441.1,2045.3,2,1.0,1,37.9,12.74,6.27,4.92,5.25,73.37,2,3,4753.02,0.0,51.01,43.94,10.0,195,0.5097,0.5124,844712.84
PROP_002877,Townhouse,Heat_Pump,Driveway,Metal,No,Yes,No,ZIP_003,Builder_016,Neighborhood_54,Street_266,excellent,fair,C,1077.8,3682.0,2,2.2,0,91.8,5.22,2.01,3.32,8.56,55.04,3,3,3716.81,0.0,43.11,36.27,7.21,313,0.9721,0.961,687036.01
PROP_007676,Single_Family,Heat_Pump,Garage,Tile,Yes,No,Yes,ZIP_054,Builder_026,Neighborhood_15,Street_262,fair,fair,B,2665.6,8129.5,6,5.5,2,23.3,15.12,0.1,5.68,7.18,71.02,1,3,4589.37,98.12,65.2,53.31,7.53,368,0.503,-2.2389,1551999.77
PROP_004041,Townhouse,Heat_Pump,Street,Tile,No,Yes,No,ZIP_087,Builder_018,Neighborhood_52,Street_122,excellent,excellent,A,1571.4,4322.6,4,3.7,1,29.8,10.87,8.17,8.26,1.92,116.25,3,4,4754.33,0.0,64.33,75.43,10.0,160,0.3007,-0.8543,1512391.36
PROP_007673,Single_Family,Heat_Pump,Garage,Flat,No,No,Yes,ZIP_094,Builder_033,Neighborhood_27,Street_230,luxury,needs_work,C,1956.4,4948.0,4,2.9,1,25.1,13.33,0.35,1.34,10.0,20.0,3,1,3102.4,134.54,74.73,61.32,6.96,147,0.7468,1.0775,1039033.97
PROP_009940,Single_Family,Electric,Street,Asphalt,No,No,Yes,ZIP_043,Builder_004,Neighborhood_06,Street_199,fair,very_good,A,2078.8,6950.4,3,2.0,1,22.5,11.73,7.2,10.0,1.41,147.64,3,4,3689.83,112.42,40.25,64.27,10.0,166,0.6956,-1.4705,1346549.04
PROP_000840,Condo,Gas,Garage,Asphalt,No,Yes,Yes,ZIP_035,Builder_048,Neighborhood_53,Street_243,excellent,needs_work,C,1464.6,2933.5,3,3.4,2,24.7,8.66,3.34,4.41,6.32,60.18,2,4,2514.95,119.05,55.72,45.54,6.73,423,0.0365,0.6301,888833.54
PROP_001176,Single_Family,Oil,Driveway,Metal,No,No,No,ZIP_043,Builder_039,Neighborhood_42,Street_126,very_good,very_good,C,1569.4,2501.4,1,1.0,1,18.3,13.79,5.85,3.75,7.4,63.31,4,0,3455.9,0.0,71.65,77.28,9.15,295,0.566,0.5187,1017034.52
PROP_009061,Single_Family,Gas,Driveway,Metal,No,No,Yes,ZIP_050,Builder_058,Neighborhood_59,Street_248,fair,good,B,1497.0,5099.6,4,4.1,1,21.0,12.23,7.04,4.07,5.94,55.17,2,3,2590.29,78.19,61.65,80.22,5.53,450,0.0039,-1.1683,977373.44
PROP_007927,Apartment,Gas,Covered,Metal,Yes,No,Yes,ZIP_081,Builder_009,Neighborhood_33,Street_018,good,good,A,1670.3,4018.9,3,2.7,1,22.2,7.18,1.68,8.2,1.72,123.88,3,3,2097.53,160.19,60.78,73.64,5.68,497,0.0991,0.9706,1070287.47
PROP_009488,Condo,Electric,Garage,Asphalt,Yes,Yes,Yes,ZIP_055,Builder_017,Neighborhood_47,Street_103,excellent,very_good,B,1841.1,6776.8,5,6.0,2,24.2,22.49,8.44,5.42,4.89,68.05,2,3,3697.34,118.45,86.86,80.44,5.86,283,0.6014,0.105,1344373.86
PROP_011347,Single_Family,Electric,Driveway,Metal,Yes,Yes,No,ZIP_078,Builder_006,Neighborhood_54,Street_175,excellent,excellent,A+,2733.9,7818.0,4,4.2,1,27.4,14.77,9.35,8.61,0.79,143.24,1,2,6543.62,0.0,67.51,79.04,8.54,221,0.9883,0.3687,2021452.28
PROP_011268,Single_Family,Electric,Covered,Asphalt,No,No,No,ZIP_084,Builder_021,Neighborhood_01,Street_026,good,good,A,994.1,2089.7,2,2.2,0,27.5,12.32,4.5,5.88,3.96,66.92,3,6,4182.83,0.0,57.4,56.89,10.0,111,0.2545,-1.2792,1132866.98
PROP_011606,Single_Family,Gas,Garage,Metal,No,No,No,ZIP_007,Builder_022,Neighborhood_30,Street_204,very_good,good,A,2337.4,9558.2,4,4.0,2,40.2,4.47,4.13,8.03,3.62,101.65,3,3,4833.11,0.0,50.48,50.23,6.88,482,0.9512,0.1483,1578965.35
PROP_004903,Townhouse,Oil,Garage,Tile,No,Yes,Yes,ZIP_081,Builder_069,Neighborhood_17,Street_133,good,fair,C,1733.4,4837.0,2,1.9,2,13.6,16.53,9.35,3.63,7.2,52.02,2,1,2014.23,89.72,52.39,49.1,8.03,347,0.1556,-0.5407,871257.62
PROP_011691,Single_Family,Heat_Pump,Driveway,Metal,No,Yes,Yes,ZIP_114,Builder_058,Neighborhood_02,Street_017,excellent,good,A,1958.4,3840.6,2,1.8,2,28.0,7.17,2.08,7.05,2.03,115.56,4,4,5491.42,116.36,66.48,73.67,5.03,183,0.1928,-0.7683,1588398.33
PROP_003943,Apartment,Electric,Garage,Asphalt,No,No,No,ZIP_014,Builder_032,Neighborhood_13,Street_247,good,good,B,1810.4,6942.6,4,4.4,2,20.0,19.55,4.91,5.3,5.86,69.04,3,0,1406.81,0.0,50.98,68.29,6.6,350,0.3064,-0.3617,826012.85
PROP_009167,Single_Family,Heat_Pump,Street,Asphalt,No,No,No,ZIP_090,,Neighborhood_26,Street_155,luxury,needs_work,A,1783.9,2416.7,4,2.9,2,79.3,44.54,14.58,7.19,6.29,87.8,4,4,4401.09,0.0,54.59,33.99,9.02,421,0.9807,-1.4665,1083845.65
PROP_009390,Luxury_Villa,Heat_Pump,Garage,Asphalt,No,No,Yes,ZIP_079,Builder_071,Neighborhood_10,Street_287,good,excellent,B,1339.3,6779.0,5,3.7,2,40.3,13.57,5.17,5.32,5.62,56.24,4,4,4270.72,68.09,51.37,100.0,9.94,321,0.1209,-0.1065,1243835.49
PROP_010262,Condo,Heat_Pump,Driveway,Asphalt,No,No,No,ZIP_026,Builder_068,Neighborhood_02,Street_105,very_good,good,B,1818.7,3083.8,4,3.5,1,27.6,9.25,0.1,4.63,7.41,58.34,4,3,5182.77,0.0,65.09,79.56,8.14,208,0.5323,-1.1051,1409009.21
PROP_002544,Single_Family,Heat_Pump,Covered,Asphalt,No,No,Yes,ZIP_116,Builder_027,Neighborhood_09,Street_021,fair,good,C,1685.6,4327.1,3,2.1,1,29.6,11.83,3.01,4.2,7.41,46.73,3,2,2447.86,67.35,43.13,79.36,,385,0.1127,-0.2735,926985.15
PROP_005921,Single_Family,Heat_Pump,Garage,Tile,No,No,No,ZIP_074,Builder_067,Neighborhood_27,Street_070,,excellent,B,1154.2,3157.2,3,3.0,2,17.1,6.13,2.03,5.17,3.48,76.95,2,1,2016.54,0.0,48.18,100.0,,68,0.3307,0.8826,863023.05
PROP_009750,Townhouse,Electric,Garage,Tile,No,No,Yes,ZIP_041,Builder_006,Neighborhood_28,Street_047,good,good,C,1812.3,1452.0,4,3.0,1,65.4,13.04,7.35,3.48,9.14,21.46,4,0,3679.4,97.5,52.77,63.78,,337,0.9434,0.2686,815746.72
PROP_007256,Single_Family,Electric,Street,Flat,No,No,No,ZIP_064,Builder_070,Neighborhood_11,Street_019,good,good,B,1925.6,2943.0,4,4.9,1,20.6,4.93,4.33,4.12,4.97,50.59,2,1,1645.14,0.0,47.9,67.91,10.0,323,0.6245,0.4003,999905.73
PROP_005217,Apartment,Gas,Street,Asphalt,No,Yes,Yes,ZIP_022,,Neighborhood_39,Street_265,good,excellent,A,2105.1,1084.8,5,4.8,0,62.6,3.32,1.72,7.24,2.75,108.48,4,4,3727.72,99.02,33.64,71.93,5.08,459,0.5119,1.304,1331441.96
PROP_002129,Single_Family,Electric,Garage,Tile,No,No,No,ZIP_049,Builder_072,Neighborhood_47,Street_091,,very_good,A,1084.3,2600.5,1,1.2,2,68.3,8.21,1.35,6.82,2.26,111.65,1,4,3004.35,0.0,43.49,55.91,4.73,404,0.7103,-0.3561,793880.3
PROP_000539,Apartment,Gas,Garage,Asphalt,No,Yes,Yes,ZIP_023,Builder_030,Neighborhood_44,Street_289,luxury,excellent,A,1300.7,2058.7,3,3.2,1,64.9,25.09,5.58,7.02,3.06,105.66,3,3,3930.36,83.69,62.79,69.75,8.52,167,0.0428,0.5168,1505171.42
PROP_007311,Townhouse,Electric,Driveway,Asphalt,No,No,Yes,ZIP_086,Builder_008,Neighborhood_32,Street_251,excellent,very_good,A,1285.7,564.0,2,1.2,2,42.9,20.77,4.71,6.88,4.33,96.69,2,2,3596.72,93.95,56.79,85.82,6.81,434,0.9923,1.8028,1189149.67
PROP_006380,Townhouse,Oil,Covered,Asphalt,No,Yes,Yes,ZIP_088,Builder_002,Neighborhood_03,Street_258,poor,good,C,1925.2,3252.7,4,2.6,1,49.4,25.33,5.46,2.79,9.43,25.44,3,3,1563.55,112.06,22.06,57.05,,117,0.4454,0.9915,726543.22
PROP_004247,Single_Family,Electric,Garage,Asphalt,No,No,No,ZIP_079,Builder_040,Neighborhood_58,Street_050,good,very_good,B,2131.3,4936.1,3,3.5,1,15.8,12.45,5.95,6.55,4.34,88.15,4,4,3525.49,0.0,62.37,68.11,6.42,231,0.8681,1.4549,1184183.75
PROP_010846,Condo,Gas,Garage,Metal,Yes,Yes,No,ZIP_037,Builder_012,Neighborhood_49,Street_186,fair,good,A,1784.8,2927.7,3,3.4,2,39.4,24.16,9.49,7.99,3.23,110.36,3,3,5050.57,0.0,60.57,70.19,10.0,361,0.5363,-0.6726,1289023.17
PROP_006051,Apartment,Heat_Pump,Garage,Asphalt,No,No,Yes,ZIP_102,Builder_023,Neighborhood_13,Street_028,very_good,fair,A+,729.2,991.2,1,1.6,1,26.5,22.3,3.59,8.76,1.51,118.65,2,1,1814.08,179.1,64.19,64.93,7.78,249,0.5305,1.413,918824.48
PROP_009560,Townhouse,Heat_Pump,Street,Tile,No,Yes,Yes,ZIP_077,Builder_067,Neighborhood_15,Street_045,very_good,good,A,1982.8,4436.3,3,3.4,1,40.1,18.21,7.72,9.34,3.28,122.35,3,1,4370.91,99.26,46.4,71.49,6.3,306,0.7355,-1.1566,1417815.17
PROP_006677,Single_Family,Gas,Street,Flat,No,Yes,No,ZIP_116,Builder_058,Neighborhood_46,Street_273,luxury,good,A+,862.1,2159.8,2,2.9,0,32.3,47.88,18.0,10.0,3.09,121.86,2,3,3802.27,0.0,77.69,65.87,,200,0.6357,1.0219,1133094.34
PROP_006741,Single_Family,Heat_Pump,Covered,Asphalt,No,Yes,No,ZIP_108,Builder_013,Neighborhood_10,Street_230,very_good,needs_work,A,2347.7,4332.2,6,4.8,1,76.6,19.5,6.7,8.48,1.63,114.32,1,4,4001.6,0.0,53.45,28.46,4.3,109,0.9806,-0.8062,1249246.86
PROP_011682,Apartment,Gas,Garage,Asphalt,No,No,No,ZIP_048,Builder_040,Neighborhood_33,Street_126,fair,fair,C,531.5,939.1,2,1.9,0,38.5,19.39,2.43,4.51,7.77,71.79,4,2,887.96,0.0,43.74,53.4,7.94,442,0.3942,-0.9681,208923.37
PROP_002821,Apartment,Gas,Driveway,Tile,No,No,No,ZIP_018,Builder_073,Neighborhood_60,Street_060,good,fair,B,1075.9,400.0,2,1.6,1,5.1,10.67,2.58,7.38,4.44,94.68,1,1,2330.41,0.0,60.15,66.33,10.0,10,0.2284,-0.9283,794043.08
PROP_002304,Townhouse,Oil,Garage,Metal,No,No,Yes,ZIP_020,,Neighborhood_09,Street_098,excellent,fair,B,2543.4,,3,4.1,2,62.0,7.91,4.15,3.68,6.07,58.12,3,2,2902.95,69.53,44.62,58.51,6.64,19,0.289,0.645,1170638.71
PROP_001003,Condo,Electric,Driveway,Tile,No,No,No,ZIP_110,Builder_042,Neighborhood_33,Street_029,very_good,excellent,C,1693.6,6085.4,4,3.7,0,21.9,11.61,3.54,4.4,6.34,52.1,5,5,3056.18,0.0,73.12,65.17,4.96,218,0.2088,0.2015,902392.38
PROP_004084,Apartment,Heat_Pump,Driveway,Asphalt,No,Yes,No,ZIP_048,Builder_049,Neighborhood_55,Street_257,very_good,fair,A+,1645.5,3199.5,2,2.6,3,37.4,23.55,8.05,9.77,1.97,126.49,2,3,3114.7,0.0,71.07,41.56,10.0,340,0.6386,1.7412,1160444.18
PROP_000305,Single_Family,Heat_Pump,Driveway,Asphalt,No,No,No,ZIP_089,Builder_075,Neighborhood_45,Street_196,good,very_good,A+,1512.3,4414.0,4,2.8,1,34.6,26.2,8.21,10.0,1.41,129.98,3,6,5231.71,0.0,72.63,74.58,10.0,420,0.4493,2.5571,1357254.65
PROP_011632,Single_Family,Gas,Street,Asphalt,Yes,No,No,ZIP_043,Builder_010,Neighborhood_06,Street_044,good,good,A,1157.5,3882.7,2,2.6,2,8.9,8.31,4.53,8.13,2.18,110.25,2,2,2367.58,0.0,65.38,74.56,10.0,32,0.3061,-1.7166,1031542.12
PROP_001497,Condo,Heat_Pump,Street,Asphalt,No,No,Yes,ZIP_055,Builder_071,Neighborhood_28,Street_108,very_good,excellent,A,1131.9,1993.0,2,2.6,1,26.3,6.9,5.02,10.0,0.0,138.62,2,4,2782.67,129.6,60.52,95.6,8.35,469,0.4561,-1.615,1220756.9
PROP_000248,Single_Family,Electric,Street,Tile,No,No,No,ZIP_102,Builder_024,Neighborhood_39,Street_117,good,excellent,A+,1823.2,3335.0,4,3.2,1,42.7,14.64,3.7,8.37,2.35,116.1,2,1,3697.75,0.0,51.57,86.83,9.09,375,0.4707,-0.5246,1459717.27
PROP_006665,Single_Family,Electric,Garage,Tile,No,No,No,ZIP_114,Builder_043,Neighborhood_48,Street_073,very_good,very_good,A+,1727.8,7390.5,3,1.9,2,52.3,15.8,3.94,10.0,0.0,158.34,1,2,5776.05,0.0,45.54,74.11,7.9,326,0.7481,1.8034,1700372.56
PROP_011075,Apartment,Electric,Garage,Metal,No,Yes,No,ZIP_027,,Neighborhood_37,Street_079,excellent,very_good,C,1412.5,3861.6,2,1.3,1,43.3,15.33,5.13,3.38,8.73,43.14,5,3,1361.01,0.0,66.92,57.58,10.0,324,0.5359,-0.3647,660754.76
PROP_010246,Single_Family,Electric,Garage,Asphalt,No,No,No,ZIP_118,Builder_054,Neighborhood_10,Street_165,very_good,fair,A+,1087.4,3992.5,3,3.1,1,18.4,5.69,2.64,9.84,0.61,130.3,3,5,3924.77,0.0,60.15,71.78,7.68,222,0.7263,0.5624,1343235.59
PROP_004192,Single_Family,Oil,Garage,Tile,Yes,No,No,ZIP_006,Builder_012,Neighborhood_25,Street_052,excellent,good,A,1027.3,1145.0,2,2.3,1,5.1,4.94,3.48,7.71,3.56,100.77,2,1,4035.68,0.0,70.82,83.03,9.56,232,0.412,-0.7088,1291992.7
PROP_009515,Apartment,Heat_Pump,Street,Tile,No,No,Yes,ZIP_114,Builder_053,Neighborhood_08,Street_130,good,fair,A,1608.6,1458.6,5,3.1,0,26.5,19.73,5.41,8.95,3.17,111.23,1,3,974.94,74.93,68.67,68.05,10.0,170,0.6333,-0.576,762525.67
PROP_007709,Apartment,Electric,Covered,Tile,No,No,Yes,ZIP_114,Builder_023,Neighborhood_54,Street_056,good,excellent,A+,2188.5,4003.6,5,3.0,1,55.8,12.23,5.05,10.0,0.0,131.2,2,4,2433.75,89.26,49.15,76.16,5.76,320,0.9047,-0.1806,1191959.23
PROP_010742,Single_Family,Gas,Street,Tile,No,Yes,Yes,ZIP_034,Builder_070,Neighborhood_34,Street_060,very_good,fair,B,2134.9,5705.0,3,2.8,1,56.4,8.1,5.37,5.62,5.64,79.91,2,6,3841.14,118.5,39.68,45.64,,251,0.3571,-0.8981,1325612.19
PROP_008862,Single_Family,Gas,Driveway,Asphalt,No,No,No,ZIP_034,Builder_015,Neighborhood_29,Street_249,poor,good,C,2200.2,8402.7,4,4.3,1,54.4,17.65,8.52,5.85,5.27,80.62,0,4,4602.64,0.0,50.9,69.69,10.0,410,0.5637,0.9741,1359801.7
PROP_010272,Townhouse,Heat_Pump,Covered,Asphalt,No,No,No,ZIP_051,Builder_020,Neighborhood_07,Street_165,luxury,good,A,1837.9,6685.0,4,3.9,1,61.5,8.65,3.69,7.78,2.6,95.11,3,2,3351.48,0.0,64.71,52.58,10.0,410,0.2614,-1.0683,1137161.58
PROP_008463,Apartment,Gas,Driveway,Asphalt,No,Yes,No,ZIP_025,Builder_036,Neighborhood_02,Street_106,fair,needs_work,B,1117.5,3221.3,3,3.1,1,18.8,8.11,2.55,5.13,4.66,66.48,2,2,4242.05,0.0,55.69,51.41,,150,0.2656,0.106,1072143.91
PROP_002440,Apartment,Gas,Garage,Asphalt,Yes,Yes,No,ZIP_105,Builder_072,Neighborhood_54,Street_048,good,fair,A,1615.2,2869.0,2,2.2,1,6.5,10.58,3.06,7.53,3.39,98.87,5,4,4062.97,0.0,71.59,74.42,7.64,395,0.0893,0.0952,1576511.29
PROP_008415,Single_Family,Gas,Driveway,Metal,No,Yes,Yes,ZIP_075,Builder_062,Neighborhood_40,Street_244,very_good,good,C,1304.2,3572.0,1,1.0,1,30.2,8.3,3.13,2.58,8.75,39.79,1,1,5022.26,40.08,60.24,61.59,6.92,76,0.3095,-0.6835,1022852.63
PROP_011850,Single_Family,Heat_Pump,Garage,Asphalt,No,No,No,ZIP_019,Builder_056,Neighborhood_23,Street_254,good,fair,C,2188.3,9330.5,4,3.3,1,14.9,6.91,3.64,3.35,6.38,53.52,2,4,600.0,0.0,49.91,70.44,6.58,294,0.9748,-0.4911,799273.8
PROP_011728,Townhouse,Electric,Garage,Asphalt,No,Yes,Yes,ZIP_086,Builder_022,Neighborhood_02,Street_142,excellent,very_good,A,2512.2,,4,3.6,2,57.9,13.69,5.94,8.64,1.22,128.53,2,3,5735.06,113.16,48.87,78.55,7.59,223,0.1846,-0.657,1807871.17
PROP_009084,Single_Family,Gas,Garage,Metal,No,No,Yes,ZIP_067,Builder_004,Neighborhood_09,Street_155,good,good,A,2322.8,7422.4,4,5.4,2,39.5,5.62,3.5,5.59,3.5,78.17,4,5,830.72,91.26,43.21,65.79,10.0,91,0.36,1.072,881067.56
PROP_002770,Single_Family,Electric,Street,Asphalt,No,No,Yes,ZIP_118,,Neighborhood_35,Street_112,fair,very_good,B,373.2,1472.1,1,1.5,1,46.6,23.34,7.91,5.57,3.71,73.52,2,1,1104.55,105.29,41.95,70.66,10.0,91,0.05,1.1536,442155.45
PROP_010649,Townhouse,Gas,Garage,Tile,No,No,No,ZIP_118,Builder_069,Neighborhood_30,Street_199,good,good,A,1238.3,4110.9,4,3.5,1,45.2,15.61,5.08,7.68,3.57,99.9,3,1,1423.69,0.0,58.72,71.96,8.67,461,0.2622,0.0229,733424.15
PROP_007446,Apartment,Electric,Garage,Asphalt,No,Yes,No,ZIP_106,Builder_015,Neighborhood_57,Street_278,excellent,good,B,1492.5,5408.7,3,1.7,2,25.5,9.02,6.62,4.59,5.55,76.18,2,2,4060.03,0.0,75.06,76.32,10.0,112,0.8744,1.8115,1347408.0
PROP_009545,Single_Family,Electric,Driveway,Asphalt,No,Yes,Yes,ZIP_116,Builder_032,Neighborhood_47,Street_022,fair,good,C,1036.0,3041.6,3,2.1,2,32.4,3.98,3.23,2.2,8.54,27.14,1,4,2089.59,55.71,48.72,67.87,,392,0.3578,1.16,674244.62
PROP_001767,Condo,Gas,Garage,Asphalt,No,No,No,ZIP_003,Builder_001,Neighborhood_11,Street_028,luxury,fair,B,1762.1,2164.8,1,1.5,2,25.8,10.62,2.11,4.98,6.24,76.04,1,1,1370.01,0.0,70.88,68.1,9.14,314,0.4712,0.6354,807472.97
PROP_011716,Condo,Electric,Garage,Asphalt,No,Yes,No,ZIP_056,Builder_011,Neighborhood_34,Street_023,very_good,fair,A+,2105.7,1698.6,5,3.0,2,16.4,18.09,6.68,9.96,2.81,124.11,6,0,5592.6,0.0,70.41,73.52,6.33,100,0.1902,-1.1698,1752374.95
PROP_010380,Single_Family,Gas,Garage,Asphalt,No,Yes,No,ZIP_007,Builder_038,Neighborhood_49,Street_108,good,good,B,2225.1,2567.0,4,2.8,2,36.4,24.96,2.22,5.42,6.04,78.53,4,2,3947.24,0.0,61.75,62.46,5.84,149,0.566,0.6509,1197917.17
PROP_002874,Single_Family,Gas,Driveway,Tile,No,No,Yes,ZIP_043,Builder_053,Neighborhood_02,Street_129,very_good,fair,B,1718.5,4432.1,4,4.0,1,17.7,8.27,3.32,7.21,4.31,111.74,4,3,4764.29,119.41,75.94,73.46,8.76,60,0.3316,0.3369,1362862.38
PROP_010221,Single_Family,Heat_Pump,Covered,Tile,Yes,No,No,ZIP_108,Builder_033,Neighborhood_55,Street_022,luxury,good,A+,512.7,,3,2.9,1,20.7,23.72,12.21,10.0,2.06,134.03,1,1,3161.64,0.0,73.86,68.79,6.96,263,0.2869,-0.4675,1221963.26
PROP_008956,Single_Family,Gas,Street,Asphalt,No,No,Yes,ZIP_104,Builder_004,Neighborhood_15,Street_293,good,good,A+,1557.0,5041.9,3,3.1,2,103.7,24.08,7.43,10.0,0.0,140.47,3,2,3627.57,151.36,29.21,50.78,10.0,352,0.7029,0.2301,1141265.25
PROP_005917,Single_Family,Gas,Driveway,Asphalt,No,No,Yes,ZIP_068,Builder_057,Neighborhood_27,Street_022,very_good,excellent,A,2467.8,,6,4.0,1,33.2,15.7,6.47,7.2,3.97,81.37,3,2,5134.61,150.5,61.64,79.4,10.0,492,0.4887,0.0732,1745239.63
PROP_000386,Single_Family,Heat_Pump,Garage,Metal,No,No,No,ZIP_064,,Neighborhood_06,Street_091,good,good,A,1587.4,2677.2,1,1.4,1,43.2,28.44,11.34,8.21,5.23,108.17,2,5,3121.13,0.0,45.74,74.28,8.73,109,0.7526,-2.3468,1128797.96
PROP_005800,Apartment,Heat_Pump,Covered,Tile,No,No,No,ZIP_008,,Neighborhood_08,Street_105,very_good,fair,B,863.3,1245.6,2,1.2,1,38.3,20.75,7.69,6.15,5.16,90.0,2,3,3939.09,0.0,52.43,50.39,8.12,372,0.3319,0.3415,903284.66
PROP_008545,Townhouse,Gas,Driveway,Asphalt,No,No,Yes,ZIP_060,Builder_075,Neighborhood_24,Street_074,very_good,good,C,1556.4,,2,2.3,1,25.5,20.64,9.78,4.18,6.77,68.8,1,0,5671.39,87.84,53.69,81.76,10.0,444,0.6057,-0.1365,1531565.06
PROP_003899,Single_Family,Gas,Driveway,Asphalt,No,Yes,No,ZIP_049,Builder_015,Neighborhood_36,Street_035,excellent,good,A+,2609.6,,6,5.4,1,35.1,4.32,2.15,10.0,0.0,141.96,2,1,6047.55,0.0,61.39,69.7,10.0,119,0.7583,-0.4697,2182393.41
PROP_003774,Condo,Heat_Pump,Driveway,Asphalt,No,Yes,No,ZIP_062,Builder_070,Neighborhood_60,Street_012,luxury,good,C,2393.6,5515.9,5,4.5,1,7.9,7.38,6.92,4.55,4.84,62.81,3,1,2130.0,0.0,81.53,63.13,8.97,357,0.2072,-0.6991,1131763.5
PROP_000136,Condo,Gas,Covered,Asphalt,No,No,Yes,ZIP_043,Builder_062,Neighborhood_04,Street_093,fair,excellent,B,1162.4,1433.8,2,3.0,0,37.9,18.53,8.47,4.72,5.56,68.71,3,4,2208.38,159.48,43.94,79.25,6.13,367,0.5221,1.8271,757616.87
PROP_000773,Single_Family,Electric,Garage,Asphalt,No,No,Yes,ZIP_104,Builder_041,Neighborhood_46,Street_034,fair,fair,A+,1726.6,6107.1,5,5.3,2,39.5,8.77,4.2,10.0,0.0,143.1,3,0,2803.06,65.18,50.17,66.93,6.48,471,0.1082,0.2102,1212725.07
PROP_002120,Single_Family,Electric,Street,Asphalt,Yes,Yes,No,ZIP_012,Builder_064,Neighborhood_25,Street_070,very_good,good,C,1747.9,4762.6,5,5.4,1,43.9,14.66,6.42,4.05,5.11,57.49,1,3,2528.28,0.0,55.42,62.97,2.93,376,0.6296,-1.3766,1045288.66
PROP_007054,Single_Family,Heat_Pump,Covered,Flat,No,Yes,No,ZIP_022,,Neighborhood_01,Street_148,fair,good,B,1235.5,3931.1,4,3.3,1,68.7,16.67,3.0,3.64,6.21,64.03,1,2,3336.61,0.0,54.05,41.03,9.69,217,0.8255,-0.6923,883315.36
PROP_007874,Luxury_Villa,Heat_Pump,Garage,Asphalt,No,No,No,ZIP_109,Builder_055,Neighborhood_40,Street_066,good,very_good,B,1940.5,7035.4,6,6.2,2,25.7,2.56,2.11,5.31,5.53,75.06,4,0,1532.94,0.0,46.78,78.7,5.79,354,0.9917,-0.5148,1059718.29
PROP_010968,Townhouse,Oil,Garage,Asphalt,No,Yes,Yes,ZIP_053,Builder_057,Neighborhood_14,Street_265,very_good,good,A+,2371.9,4110.4,5,3.8,2,25.9,20.43,4.2,9.63,2.51,127.08,3,5,6040.33,119.38,77.06,72.12,,467,0.6743,-1.143,1693667.53
PROP_006065,Townhouse,Gas,Garage,Asphalt,No,No,Yes,ZIP_036,Builder_049,Neighborhood_52,Street_113,excellent,good,C,1557.1,3788.8,3,1.5,2,70.8,4.43,2.53,5.91,4.03,87.59,3,2,2703.02,134.46,47.05,46.66,7.79,88,0.2059,0.8821,1054540.04
PROP_004760,Single_Family,Gas,Garage,Asphalt,No,Yes,Yes,ZIP_029,Builder_002,Neighborhood_39,Street_082,,good,B,2863.8,5120.2,6,5.0,1,13.8,7.06,3.81,5.53,2.97,90.76,1,2,1069.27,93.37,48.97,76.65,10.0,177,0.6288,-1.0771,1283451.39
PROP_007633,Townhouse,Electric,Covered,Asphalt,No,Yes,Yes,ZIP_042,Builder_028,Neighborhood_14,Street_078,fair,good,A+,1801.4,4454.1,4,2.8,1,37.2,17.74,7.24,9.71,0.0,137.28,4,2,5276.35,85.63,53.9,77.46,3.68,373,0.0948,-1.0237,1490784.7
PROP_004992,Apartment,Oil,Garage,Asphalt,No,No,Yes,ZIP_027,Builder_073,Neighborhood_37,Street_037,luxury,very_good,B,921.0,400.0,2,2.7,1,10.3,25.75,8.82,7.89,5.09,93.03,4,1,2329.16,127.9,72.3,88.1,10.0,145,0.2908,-1.4973,887003.12
PROP_005612,Townhouse,Gas,Garage,Tile,No,No,No,ZIP_112,Builder_013,Neighborhood_37,Street_047,fair,fair,B,1845.8,3395.2,5,4.0,3,21.9,15.33,3.45,7.86,2.27,117.6,4,3,2814.04,0.0,69.32,62.2,6.27,192,0.4483,1.1828,1049128.85
PROP_002219,Apartment,Electric,Driveway,Asphalt,No,No,No,ZIP_075,,Neighborhood_30,Street_258,very_good,very_good,A,1750.4,1756.3,4,4.2,0,31.5,24.32,6.85,6.98,5.54,87.54,4,2,5154.49,0.0,62.46,78.37,8.52,125,0.7809,0.8084,1306170.31
